평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),합계 일사량(MJ/m2),일 최심신적설(cm),평균 전운량(1/10),합계 대형증발량(mm),피해면적_등급
21.0,0.0,1.2,61.6,14.2,1009.3,0.0,0.0,0.0,0.0,0
21.6,0.0,2.5,79.6,20.3,1003.7,26.38,0.0,3.6,4.4,0
21.1,0.0,2.1,79.0,19.3,1005.1,22.49,0.0,5.1,4.0,0
20.6,7.1,1.0,89.6,21.5,992.2,9.68,0.0,9.4,1.8,0
18.5,0.5,2.2,95.4,20.3,994.9,23.66,0.0,2.3,3.4,0
20.0,0.0,1.2,80.3,18.3,1003.0,0.0,0.0,0.0,0.0,0
21.7,0.0,2.5,56.5,14.5,990.8,14.96,0.0,0.0,3.6,0
21.5,0.0,1.5,65.6,16.5,996.0,0.0,0.0,0.0,0.0,0
20.0,0.0,2.3,77.4,18.0,996.6,0.0,0.0,0.0,0.0,0
24.8,93.7,2.5,90.4,27.9,994.9,0.0,0.0,0.0,0.0,0
23.2,165.0,2.0,93.1,26.3,1000.0,1.67,0.0,0.0,0.7,0
24.7,0.4,0.9,78.0,23.6,983.6,0.0,0.0,0.0,0.0,0
0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20.9,53.0,0.9,89.9,22.2,991.2,0.0,0.0,0.0,0.0,0
20.2,50.5,0.9,95.3,22.4,985.7,0.0,0.0,0.0,0.0,0
23.1,0.7,4.4,85.3,24.1,972.1,6.77,0.0,0.0,2.1,0
25.0,1.3,3.8,83.4,26.0,990.4,0.0,0.0,7.3,4.8,0
25.1,0.5,1.4,90.0,28.5,1000.0,14.58,0.0,0.0,2.9,0
21.9,0.9,1.4,81.9,21.5,1000.8,3.74,0.0,0.0,1.3,0
24.4,0.0,1.4,76.5,23.1,1001.6,21.65,0.0,4.5,3.6,0
22.5,0.0,2.1,76.1,20.7,1006.4,0.0,0.0,0.0,0.0,0
23.6,0.0,1.5,91.1,26.6,1006.1,6.84,0.0,9.6,1.5,0
19.3,4.5,0.7,92.3,20.6,1013.5,5.43,0.0,0.0,1.0,0
26.4,0.0,2.2,83.0,28.5,1010.2,0.0,0.0,0.0,0.0,0
27.9,0.0,1.2,74.9,27.1,998.5,0.0,0.0,0.0,0.0,0
28.1,0.0,3.2,61.3,23.1,985.5,17.28,0.0,6.8,4.5,0
29.3,0.0,0.8,74.8,29.6,1009.0,25.83,0.0,0.0,4.9,0
27.8,0.0,2.3,69.1,25.1,984.4,28.09,0.0,0.0,5.7,0
30.0,0.0,2.4,70.9,28.9,1011.3,15.71,0.0,0.0,4.2,0
28.8,0.0,1.0,76.0,29.4,1001.7,27.73,0.0,0.0,5.4,0
27.4,0.0,0.7,74.9,26.2,987.2,25.44,0.0,0.0,5.2,0
28.1,0.0,0.7,74.1,26.9,989.7,0.0,0.0,0.0,0.0,0
28.5,0.0,1.5,69.4,26.3,994.2,0.0,0.0,0.0,0.0,0
30.6,0.0,1.0,70.0,29.7,1005.4,25.75,0.0,0.0,5.3,0
28.6,0.0,1.1,75.8,28.2,973.1,0.0,0.0,0.0,0.0,0
30.7,0.0,1.5,71.1,31.0,1006.5,15.32,0.0,0.0,3.3,0
29.5,0.0,0.8,90.0,37.0,1001.2,0.0,0.0,3.6,0.0,0
26.6,0.0,1.0,77.3,26.4,1002.4,9.05,0.0,6.4,2.1,0
31.1,0.0,1.3,70.8,30.2,994.6,26.67,0.0,4.9,5.6,0
29.7,0.0,1.2,69.1,27.5,990.5,0.0,0.0,5.5,0.0,0
27.7,0.0,1.9,70.1,25.9,996.5,11.67,0.0,7.1,2.7,0
28.2,3.5,4.0,71.1,26.8,991.9,7.77,0.0,9.6,2.5,0
28.1,3.5,4.3,72.4,27.3,996.6,23.81,0.0,6.8,2.7,0
25.5,0.0,2.1,70.5,22.9,1004.0,0.0,0.0,8.1,0.0,0
24.2,131.3,1.5,97.3,29.2,991.9,0.0,0.0,8.6,0.0,0
22.5,64.0,1.1,91.0,24.7,1008.9,6.64,0.0,9.3,1.5,0
26.0,23.5,1.6,89.5,29.8,1010.6,0.0,0.0,7.9,0.0,0
26.6,0.5,0.9,80.4,27.2,990.6,0.0,0.0,8.1,0.0,0
24.5,14.2,1.0,88.9,27.0,982.0,0.0,0.0,7.6,0.0,0
24.8,31.4,1.0,96.3,30.1,1006.1,6.41,0.0,9.5,1.0,0
25.5,0.0,1.3,59.4,18.7,1001.5,21.01,0.0,1.5,4.5,0
23.2,0.0,4.2,84.8,24.0,1006.4,0.0,0.0,6.0,0.0,0
25.2,106.7,1.9,95.9,30.7,999.5,0.0,0.0,9.6,0.0,0
23.7,41.5,1.9,72.4,20.4,986.4,0.0,0.0,4.4,0.0,0
26.6,0.0,3.3,64.5,22.1,1003.9,21.29,0.0,5.9,5.1,0
23.2,4.1,2.3,0.0,0.0,1003.4,0.0,0.0,7.9,0.0,0
22.4,0.5,2.1,66.6,17.9,1000.4,0.0,0.0,9.8,0.0,0
19.8,0.0,0.9,76.8,17.1,997.2,17.07,0.0,5.5,3.0,0
19.4,0.0,2.4,73.1,15.6,1009.4,12.4,0.0,0.0,3.3,0
19.7,0.0,1.7,62.0,13.5,1011.0,0.0,0.0,1.3,0.0,0
20.4,0.0,1.0,79.9,19.0,1001.9,0.0,0.0,7.3,0.0,0
20.2,0.0,1.9,75.4,17.6,1007.7,0.0,0.0,9.1,0.0,0
21.2,2.0,2.1,81.0,20.2,967.9,0.0,0.0,9.6,0.0,0
22.8,0.0,0.8,77.5,21.2,1001.5,0.0,0.0,8.5,0.0,0
22.7,0.0,1.1,97.6,27.0,1007.6,0.0,0.0,8.1,0.0,0
19.8,0.0,1.7,71.6,16.0,993.6,0.0,0.0,4.8,0.0,0
19.2,0.0,0.8,81.5,17.4,992.7,16.16,0.0,6.8,2.8,0
23.6,3.2,0.9,83.3,23.8,1007.4,0.0,0.0,9.9,0.0,0
18.3,3.0,2.8,84.0,17.6,1005.5,0.0,0.0,9.4,0.0,0
20.5,20.0,1.4,90.8,21.8,1008.0,0.0,0.0,8.0,0.0,0
19.5,0.1,1.4,77.4,16.7,1012.4,21.24,0.0,2.3,3.9,0
17.8,0.0,0.7,76.0,15.0,1005.1,0.0,0.0,6.4,0.0,0
18.0,0.0,1.9,71.8,14.5,1017.8,9.66,0.0,6.4,2.4,0
15.3,0.0,1.9,69.5,11.7,1000.2,0.0,0.0,6.5,0.0,0
11.4,1.7,1.9,84.6,11.2,937.7,0.0,0.0,5.4,0.0,0
22.4,0.0,3.4,76.4,20.6,1009.3,0.0,0.0,4.0,0.0,0
18.3,0.1,0.6,83.5,17.4,1011.7,4.84,0.0,10.0,1.0,0
14.8,0.0,1.3,56.9,9.4,990.2,13.39,0.0,6.1,2.4,0
18.3,58.0,2.1,94.5,19.8,1010.3,1.31,0.0,10.0,0.5,0
19.6,220.5,6.1,84.6,19.0,998.2,0.0,0.0,8.0,0.0,0
19.1,0.0,0.7,81.5,17.0,1013.9,0.0,0.0,0.9,0.0,0
15.3,0.0,1.7,61.4,10.2,1002.2,0.0,0.0,4.5,0.0,0
11.4,0.0,0.9,78.1,10.2,993.8,0.0,0.0,7.4,0.0,0
14.2,0.0,2.4,50.8,8.3,1011.6,0.0,0.0,3.9,0.0,0
11.0,0.0,2.2,61.1,7.7,1020.5,17.7,0.0,7.0,3.0,0
9.9,0.0,0.7,66.1,7.4,1022.0,18.6,0.0,0.8,3.1,0
10.2,0.0,1.5,68.1,8.1,1005.1,0.0,0.0,1.6,0.0,0
15.5,0.0,1.1,71.8,12.5,1017.9,0.0,0.0,8.0,0.0,0
12.2,0.0,0.8,78.6,10.8,1014.9,0.0,0.0,3.5,0.0,0
15.7,0.0,1.8,74.6,13.3,1015.8,6.89,0.0,8.1,1.4,0
10.4,0.0,1.2,61.8,7.3,1010.9,0.0,0.0,0.4,0.0,0
11.7,0.0,0.8,74.0,9.6,1022.1,17.69,0.0,0.5,2.7,0
12.4,0.0,0.8,68.4,9.3,1022.2,0.0,0.0,1.8,0.0,0
14.0,0.0,1.5,71.8,11.5,962.8,0.0,0.0,0.0,0.0,0
11.5,0.0,1.6,68.3,8.5,1005.0,0.0,0.0,0.6,0.0,0
10.9,0.0,0.5,70.5,8.6,1003.0,14.03,0.0,6.5,2.2,0
16.5,5.0,2.5,76.0,14.4,1012.7,0.0,0.0,7.4,0.0,0
15.1,0.0,13.3,59.5,10.1,1009.4,12.0,0.0,6.8,5.1,0
9.2,13.3,1.8,75.5,8.8,999.5,0.0,0.0,6.1,0.0,0
9.4,1.0,0.8,88.5,10.4,1008.3,0.0,0.0,3.8,0.0,0
6.8,0.0,1.2,53.0,5.2,1009.2,14.57,0.0,0.4,2.2,0
8.9,0.0,1.2,55.6,5.8,1019.2,14.77,0.0,0.0,2.3,0
10.7,0.0,1.5,74.3,9.1,1020.2,15.52,0.0,0.0,2.3,0
11.4,0.0,1.0,57.9,7.4,1020.7,15.64,0.0,3.0,2.5,0
8.7,0.0,0.9,62.6,6.2,1012.9,0.0,0.0,2.3,0.0,0
10.0,0.0,1.8,81.6,9.8,1018.7,15.0,0.0,2.6,2.2,0
10.8,0.0,0.4,68.8,8.7,1007.2,10.37,0.0,5.8,1.5,0
12.4,1.7,3.8,87.8,12.5,966.9,0.0,0.0,0.0,0.0,0
17.7,18.5,3.2,83.9,17.1,1013.0,2.15,0.0,9.6,1.3,0
12.7,0.0,4.6,77.6,11.3,1016.8,0.0,0.0,5.1,0.0,0
12.7,0.0,0.6,77.6,11.0,1020.7,0.0,0.0,0.3,0.0,0
7.2,0.0,0.6,94.1,9.6,1019.2,2.95,0.0,9.0,0.5,0
10.7,0.0,5.1,66.9,8.5,991.8,3.76,0.0,5.8,2.1,0
6.5,0.0,1.0,77.9,7.3,993.8,10.69,0.0,2.0,1.6,0
10.3,0.4,0.7,83.4,10.4,1015.3,2.64,0.0,7.9,0.6,0
10.1,0.0,2.6,76.8,9.4,1016.4,0.0,0.0,6.8,0.0,0
4.3,0.0,0.6,69.4,5.5,1011.3,0.0,0.0,9.5,0.0,0
4.5,7.6,1.6,88.0,7.5,1021.5,2.1,0.0,8.9,0.6,0
5.9,3.0,0.6,85.6,8.1,1019.3,0.0,0.0,5.0,0.0,0
3.6,0.0,0.5,86.5,6.8,1014.9,0.0,0.0,7.1,0.0,0
2.4,0.0,0.8,77.3,5.4,1015.7,7.7,0.0,0.0,0.9,0
6.3,0.0,1.7,64.1,5.9,1020.9,10.27,0.0,1.6,1.8,0
14.7,1.0,1.8,81.6,13.7,1010.7,0.0,0.0,8.5,0.0,0
10.8,15.7,1.2,79.3,10.8,1002.5,0.0,0.0,9.3,0.0,0
4.1,4.6,2.0,80.3,6.6,1014.3,5.54,0.0,8.9,0.9,0
-5.2,0.0,3.2,43.5,1.8,1021.7,0.0,0.0,5.3,0.0,0
-2.8,0.0,3.1,50.8,2.5,1023.9,11.77,0.0,6.0,1.4,0
-0.2,0.0,1.1,44.0,2.6,1028.3,0.0,0.0,6.3,0.0,0
-1.2,0.0,1.3,56.9,3.1,1025.4,0.0,0.0,7.9,0.0,0
1.6,0.0,2.4,48.9,3.3,1021.0,7.02,0.0,1.3,1.5,0
0.8,0.0,1.1,54.4,3.3,1025.1,10.14,0.0,2.3,1.4,0
-4.4,0.0,1.7,44.3,1.9,1024.2,10.4,0.0,0.0,1.2,0
-1.0,0.0,0.5,64.3,3.3,1024.6,0.0,0.0,3.3,0.0,0
8.0,2.8,2.2,83.8,9.0,1018.0,0.0,0.0,9.1,0.0,0
-0.1,0.0,0.7,80.9,4.8,991.9,0.0,0.0,3.0,0.0,0
-2.6,0.0,0.9,60.6,2.9,1006.4,0.0,0.0,0.8,0.0,0
6.2,0.0,1.2,34.6,3.4,1011.2,9.43,0.0,6.9,2.3,0
2.6,0.0,1.0,60.4,4.4,1013.2,0.0,0.0,4.8,0.0,0
-0.1,0.0,0.5,94.0,5.7,1019.1,0.0,0.0,5.0,0.0,0
-2.7,0.0,0.7,77.3,3.9,1011.7,0.0,0.0,5.5,0.0,0
6.0,12.5,2.0,94.4,8.9,984.1,0.0,0.0,8.6,0.0,0
2.4,0.0,2.6,57.9,4.1,1023.4,0.0,0.0,2.6,0.0,0
-1.1,0.0,5.1,31.1,1.7,927.7,10.85,0.0,3.6,2.7,0
1.2,5.5,1.0,86.1,5.7,1013.4,0.0,0.0,8.3,0.0,0
0.4,0.0,2.1,72.3,4.5,999.4,0.0,0.0,8.3,0.0,0
-0.2,0.0,1.2,72.1,4.2,988.5,0.0,0.0,0.8,0.0,0
4.2,0.0,0.6,68.9,5.4,1018.9,10.96,0.0,6.6,1.5,0
8.8,1.4,6.2,74.3,8.8,978.8,3.0,0.0,10.0,1.4,0
7.7,3.0,2.2,82.5,8.6,995.7,4.05,0.0,8.5,0.8,0
10.1,0.0,0.9,66.5,7.8,1013.8,0.0,0.0,7.1,0.0,0
8.9,2.0,1.7,71.3,8.2,1001.9,7.05,0.0,6.1,1.3,0
16.6,11.1,1.6,95.4,17.9,1002.9,0.0,0.0,7.5,0.0,0
13.3,2.7,1.1,92.9,14.2,1001.0,2.57,0.0,9.8,0.6,0
8.6,3.0,2.9,74.0,8.1,1008.2,0.0,0.0,8.1,0.0,0
11.4,0.0,1.6,65.9,8.4,1017.4,22.32,0.0,4.6,3.2,0
13.5,0.0,1.4,66.6,10.1,1014.5,12.16,0.0,7.0,2.2,0
15.8,39.0,2.8,95.0,17.0,1008.6,0.0,0.0,9.8,0.0,0
14.5,0.0,2.1,88.3,14.5,1008.9,14.03,0.0,9.0,2.1,0
16.9,0.0,1.4,58.6,10.1,996.6,21.5,0.0,0.0,4.5,0
16.2,1.5,4.0,58.6,10.9,967.8,0.0,0.0,8.0,0.0,0
18.2,4.5,1.9,82.1,17.2,988.0,0.0,0.0,9.8,0.0,0
16.6,0.0,2.7,49.3,8.7,979.8,0.0,0.0,1.4,0.0,0
19.8,0.0,1.0,59.0,12.5,1006.2,0.0,0.0,7.5,0.0,0
18.5,20.2,1.7,82.3,17.3,975.6,0.0,0.0,8.8,0.0,0
19.5,1.5,1.1,83.1,18.3,979.9,0.0,0.0,7.0,0.0,0
21.2,20.5,1.3,64.0,15.4,988.0,21.39,0.0,7.3,3.7,0
17.8,0.0,4.3,78.3,15.8,1003.4,0.0,0.0,7.3,0.0,0
18.5,0.0,1.9,67.5,13.8,1000.7,23.69,0.0,0.0,4.0,0
21.2,0.0,1.1,67.6,16.5,1000.3,26.21,0.0,6.0,4.2,0
19.4,43.5,2.9,95.3,21.4,1002.3,4.73,0.0,10.0,1.2,0
22.3,0.0,1.5,62.1,16.5,993.7,27.92,0.0,3.3,5.3,0
20.5,0.0,1.1,71.3,16.5,980.4,0.0,0.0,6.0,0.0,0
20.2,0.0,1.2,73.3,16.7,1005.7,25.92,0.0,6.6,4.4,0
21.7,0.0,1.2,73.0,18.8,1004.0,15.79,0.0,7.5,3.1,0
0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,0
21.6,0.0,1.2,75.8,18.8,960.8,0.0,0.0,5.6,0.0,0
24.6,0.5,1.6,61.8,17.7,995.7,0.0,0.0,3.9,0.0,0
21.9,0.0,1.7,59.1,14.3,991.1,0.0,0.0,1.0,0.0,0
20.1,0.0,1.7,71.1,16.5,1007.0,29.41,0.0,3.3,5.0,0
21.8,0.0,1.1,80.3,20.4,1011.6,0.0,0.0,4.1,0.0,0
21.4,1.9,0.8,90.0,22.8,1005.1,10.76,0.0,9.5,2.2,0
22.5,9.0,0.9,83.3,22.4,973.4,12.64,0.0,7.5,2.3,0
24.5,0.0,1.3,73.9,22.4,982.5,0.0,0.0,7.0,0.0,0
21.6,75.0,1.4,93.9,24.2,992.5,1.97,0.0,8.8,0.8,0
24.4,0.1,3.5,85.0,25.6,993.2,15.92,0.0,7.5,2.6,0
23.9,0.0,1.4,65.3,18.7,988.8,0.0,0.0,7.1,0.0,0
23.0,0.3,2.7,84.0,23.3,1005.5,24.42,0.0,6.5,4.2,0
22.6,0.0,0.9,78.6,20.7,1007.0,0.0,0.0,4.9,0.0,0
21.7,11.6,1.5,82.8,21.3,1004.0,0.0,0.0,8.3,0.0,0
23.4,0.0,5.1,80.8,23.1,996.8,19.43,0.0,7.3,4.3,0
24.2,0.0,1.5,64.6,19.0,1000.7,0.0,0.0,6.9,0.0,0
24.4,0.0,0.7,72.8,21.9,995.8,13.55,0.0,8.1,2.2,0
22.3,2.5,1.3,73.4,19.1,968.8,0.0,0.0,5.5,0.0,0
20.4,0.0,2.9,95.8,22.8,1001.1,15.75,0.0,8.0,2.5,0
22.8,0.0,1.5,86.4,23.9,1006.9,0.0,0.0,7.6,0.0,0
23.8,2.0,0.8,81.4,23.6,1006.5,12.94,0.0,7.5,2.1,0
25.2,0.0,1.1,74.3,23.3,999.3,21.52,0.0,6.0,4.1,0
24.6,1.0,0.9,73.8,22.0,973.5,0.0,0.0,7.3,0.0,0
23.8,168.2,4.9,95.9,28.2,991.4,0.0,0.0,9.3,0.0,0
24.8,70.5,2.4,97.6,30.4,1000.1,0.0,0.0,7.9,0.0,0
27.0,0.0,1.0,80.8,28.5,1002.5,0.24,0.0,7.5,0.0,0
27.9,0.0,0.9,80.3,29.6,996.6,14.79,0.0,0.0,2.8,0
26.3,0.0,1.3,90.1,30.6,1000.5,9.72,0.0,8.0,1.8,0
26.3,17.5,0.4,94.1,32.0,996.5,0.0,0.0,8.6,0.0,0
26.6,0.3,1.1,86.1,29.9,996.2,11.0,0.0,7.6,2.1,0
27.5,0.2,1.5,82.8,30.2,1000.3,0.0,0.0,6.3,0.0,0
27.3,27.0,2.6,83.3,30.0,1007.8,0.0,0.0,8.0,0.0,0
28.0,0.0,0.7,89.9,33.8,1004.5,0.0,0.0,5.1,0.0,0
27.8,0.0,1.4,80.5,29.5,993.4,0.0,0.0,4.3,0.0,0
25.0,50.0,3.6,97.1,30.8,1001.0,3.12,0.0,9.5,0.8,0
28.2,0.0,2.4,87.1,32.9,1004.9,26.44,0.0,0.9,4.7,0
28.2,0.0,1.1,77.0,28.9,1004.7,23.45,0.0,3.5,4.4,0
28.4,1.0,1.0,78.1,29.8,1009.5,0.0,0.0,6.8,0.0,0
28.7,0.0,0.9,76.6,29.3,1009.3,0.0,0.0,3.6,0.0,0
24.8,0.0,1.2,84.1,26.0,932.4,0.0,0.0,4.1,0.0,0
29.8,0.0,1.3,66.3,26.9,1004.1,0.0,0.0,7.1,0.0,0
27.2,0.0,1.6,86.1,30.9,1004.1,0.0,0.0,5.6,0.0,0
29.1,0.0,1.4,80.5,31.7,1007.9,12.19,0.0,6.0,2.9,0
27.5,0.0,0.9,85.3,30.9,1004.4,22.69,0.0,4.3,4.1,0
29.1,0.0,10.0,78.0,31.2,993.7,18.6,0.0,9.8,5.7,0
26.4,14.2,2.1,87.4,29.9,991.5,0.0,0.0,7.9,0.0,0
29.1,3.2,0.9,78.6,30.8,994.5,20.12,0.0,0.0,4.1,0
29.4,0.0,1.5,69.1,27.5,985.1,0.0,0.0,4.6,0.0,0
28.3,0.3,1.7,75.6,28.8,987.0,12.73,0.0,7.8,3.0,0
26.8,0.0,2.1,79.4,27.7,984.9,0.0,0.0,6.6,0.0,0
24.8,6.6,1.9,79.3,24.8,997.3,10.08,0.0,5.4,2.1,0
28.0,0.0,1.6,59.1,21.2,995.7,0.0,0.0,4.0,0.0,0
23.6,0.0,0.8,76.3,21.4,1000.3,0.0,0.0,4.5,0.0,0
23.8,0.0,1.8,72.4,20.6,988.5,0.0,0.0,3.9,0.0,0
24.1,0.3,0.7,91.9,27.3,1005.3,0.0,0.0,9.0,0.0,0
25.6,16.5,1.3,81.6,26.2,1005.5,0.0,0.0,7.0,0.0,0
25.0,0.0,1.8,77.5,24.2,1007.6,16.29,0.0,5.4,3.1,0
23.2,0.0,0.6,85.4,23.8,1007.5,0.0,0.0,3.6,0.0,0
24.1,29.1,2.4,93.0,27.9,1002.6,5.2,0.0,10.0,0.9,0
23.3,0.8,1.0,89.8,25.6,1006.1,0.0,0.0,8.6,0.0,0
23.9,0.0,1.5,93.4,27.6,1000.0,10.79,0.0,8.5,2.0,0
24.1,0.0,2.4,73.5,21.6,1006.5,0.0,0.0,2.0,0.0,0
23.9,0.0,1.1,67.1,19.6,1004.1,21.05,0.0,6.0,3.8,0
20.9,0.0,1.1,72.6,17.4,982.4,0.0,0.0,7.3,0.0,0
20.8,18.9,1.0,97.9,23.9,1007.6,0.0,0.0,10.0,0.0,0
21.4,0.1,1.0,80.3,20.3,998.6,5.13,0.0,10.0,1.1,0
24.8,9.3,2.3,91.4,28.5,1008.0,7.27,0.0,9.4,1.5,0
24.1,27.7,0.7,94.4,28.0,1010.8,0.0,0.0,7.8,0.0,0
25.5,0.0,2.4,82.1,26.7,986.9,10.03,0.0,8.4,2.3,0
25.7,1.8,4.3,75.0,24.6,974.8,0.0,0.0,8.1,0.0,0
23.8,0.1,0.2,97.3,28.7,991.3,9.84,0.0,8.4,1.6,0
26.0,1.0,0.8,86.6,28.7,1008.6,14.11,0.0,8.1,2.8,0
25.6,0.0,1.7,86.5,28.0,1008.7,0.0,0.0,4.8,0.0,0
25.9,6.9,1.2,85.6,28.3,1008.7,0.0,0.0,8.0,0.0,0
19.3,0.2,1.1,88.5,19.6,998.1,0.0,0.0,9.4,0.0,0
21.5,0.0,2.7,75.1,19.0,1010.3,0.0,0.0,4.8,0.0,0
17.8,0.0,2.1,92.5,18.7,925.5,12.61,0.0,7.8,1.9,0
23.8,0.0,5.5,91.9,26.9,1001.5,17.6,0.0,5.3,2.8,0
22.8,0.1,0.9,78.9,21.4,994.3,0.0,0.0,6.3,0.0,0
22.3,0.1,1.1,71.6,18.4,1012.8,18.75,0.0,2.1,3.5,0
19.8,0.0,1.9,64.8,13.8,991.1,0.0,0.0,2.4,0.0,0
21.7,0.0,5.9,64.0,16.4,1008.3,19.29,0.0,6.6,4.9,0
18.2,0.0,1.3,76.0,15.7,1014.0,0.0,0.0,9.9,0.0,0
19.5,48.5,4.9,79.1,17.8,1003.9,1.28,0.0,9.3,1.3,0
0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16.2,0.0,0.8,83.4,14.8,998.9,0.0,0.0,2.8,0.0,0
17.8,0.0,0.7,0.0,0.0,1016.9,0.0,0.0,7.4,0.0,0
21.4,0.0,1.2,77.3,19.4,1018.0,0.0,0.0,5.8,0.0,0
19.9,0.0,0.5,85.4,19.3,1004.7,12.3,0.0,9.3,2.0,0
25.5,0.0,1.1,99.0,32.3,1011.2,0.0,0.0,7.5,0.0,0
18.7,0.0,0.7,85.0,17.6,1013.9,0.0,0.0,2.9,0.0,0
19.5,50.0,0.4,98.9,22.3,1003.7,1.58,0.0,9.6,0.4,0
21.8,186.6,5.1,95.9,25.1,1002.4,0.0,0.0,9.8,0.0,0
19.0,16.0,1.6,85.6,18.8,969.7,0.0,0.0,8.4,0.0,0
21.7,0.0,2.0,86.3,22.1,1010.6,0.0,0.0,6.8,0.0,0
19.0,0.1,1.3,80.5,17.6,996.1,0.0,0.0,9.0,0.0,0
13.0,0.0,1.6,72.9,10.5,986.1,0.0,0.0,8.8,0.0,0
11.7,0.5,1.3,89.9,12.2,935.4,0.0,0.0,7.3,0.0,0
20.8,0.0,1.5,66.6,16.4,1011.9,0.0,0.0,3.6,0.0,0
9.8,0.0,0.9,82.0,9.7,927.7,8.7,0.0,7.7,1.3,0
18.4,0.0,8.2,74.4,15.7,1015.5,14.12,0.0,3.4,4.1,0
11.8,0.0,0.6,82.8,11.1,997.9,0.0,0.0,7.8,0.0,0
13.2,0.0,1.3,78.0,11.5,1008.7,10.88,0.0,7.0,1.8,0
17.0,0.0,2.4,58.3,11.2,1011.9,12.08,0.0,7.1,2.9,0
14.2,0.0,0.5,80.0,12.3,1020.4,0.0,0.0,3.5,0.0,0
17.0,0.0,2.5,65.5,12.5,1016.2,15.91,0.0,1.6,3.0,0
15.5,0.0,0.9,75.8,12.9,1008.6,0.0,0.0,4.9,0.0,0
9.4,0.2,1.5,94.3,11.2,932.1,6.85,0.0,8.9,0.9,0
16.5,0.4,0.9,71.5,13.1,1002.5,10.63,0.0,9.1,2.0,0
15.9,0.0,1.9,67.6,11.9,999.3,13.22,0.0,4.4,2.4,0
14.7,0.0,2.6,59.5,9.9,1009.5,13.74,0.0,3.1,2.7,0
14.3,0.0,1.8,60.8,9.4,1009.2,10.98,0.0,2.4,2.6,0
12.4,0.0,1.5,84.1,11.9,1016.0,20.67,0.0,0.9,3.1,0
14.7,0.0,1.3,77.9,12.9,1019.0,0.0,0.0,5.9,0.0,0
15.2,0.0,1.1,65.8,11.3,1016.4,0.0,0.0,5.8,0.0,0
17.0,0.0,1.6,73.0,14.0,1010.7,9.68,0.0,4.9,2.1,0
13.7,0.0,1.0,75.6,11.6,1019.5,0.0,0.0,1.1,0.0,0
7.5,0.0,1.0,73.1,7.1,934.8,0.0,0.0,1.0,0.0,0
0.0,0.0,0.4,0.0,0.0,0.0,4.23,0.0,5.6,0.7,0
11.3,11.6,2.0,66.3,8.5,1005.0,7.37,0.0,8.8,1.8,0
11.2,5.8,2.4,85.4,11.2,1006.8,9.08,0.0,4.8,1.4,0
5.3,3.5,3.3,75.8,6.7,980.2,0.0,0.0,6.6,0.0,0
1.6,0.0,3.9,47.0,3.1,997.2,13.99,0.0,0.0,1.9,0
5.4,0.0,1.3,74.8,6.7,991.0,0.0,0.0,2.6,0.0,0
6.3,43.0,0.8,98.1,9.4,999.0,0.0,0.0,8.0,0.0,0
13.7,18.5,3.1,63.3,10.6,1014.9,4.48,0.0,9.0,1.6,0
5.7,0.0,2.9,48.1,4.4,1023.3,11.86,0.0,3.1,2.5,0
3.6,0.0,1.7,38.6,3.0,1023.9,0.0,0.0,0.0,0.0,0
2.1,0.0,1.1,87.9,6.2,1011.1,7.84,0.0,7.4,0.8,0
8.0,0.0,0.9,75.5,8.1,1026.2,0.0,0.0,9.1,0.0,0
10.0,0.0,1.0,61.5,7.6,1019.7,0.0,0.0,9.3,0.0,0
5.5,15.9,0.4,87.5,7.8,992.8,0.0,0.0,9.4,0.0,0
4.7,0.3,2.5,68.9,5.7,1023.4,0.0,0.0,6.3,0.0,0
3.1,0.0,0.6,70.6,5.3,1012.8,0.0,0.0,0.0,0.0,0
9.3,0.0,1.3,79.6,9.3,1015.9,5.99,0.0,4.9,0.9,0
5.3,1.6,0.8,92.3,8.2,995.8,0.0,0.0,9.3,0.0,0
2.4,0.0,1.3,66.6,4.8,1012.7,0.0,0.0,0.0,0.0,0
7.2,0.0,2.5,28.0,2.8,1021.7,6.05,0.0,6.8,2.3,0
-2.1,0.0,0.7,76.0,4.0,1022.7,0.0,0.0,5.1,0.0,0
9.4,13.6,3.4,78.9,9.5,1012.6,0.0,0.0,8.5,0.0,0
3.6,1.6,1.9,88.9,7.2,973.8,0.0,0.0,6.0,0.0,0
4.1,0.0,3.9,63.1,5.1,1028.8,10.19,0.0,1.7,1.9,0
3.6,2.3,3.5,70.6,5.6,1016.6,2.01,0.0,9.8,0.6,0
4.9,27.2,0.4,99.0,8.6,1005.9,0.0,0.0,9.8,0.0,0
4.8,7.5,3.7,87.6,7.6,974.4,0.0,0.0,6.9,0.0,0
0.6,0.0,1.9,67.3,4.3,1018.5,0.0,0.0,2.0,0.0,0
7.7,0.0,5.5,70.9,7.4,1012.8,11.07,0.0,6.0,2.2,0
-0.9,0.0,0.8,76.8,4.3,998.9,0.0,0.0,3.8,0.0,0
1.5,0.0,0.9,70.1,4.7,1018.1,0.0,0.0,6.5,0.0,0
0.3,0.1,2.2,71.1,4.5,1007.7,4.71,0.0,7.9,0.7,0
